architecture,scenario,available_node_budget,placement_sha256,concurrency,status,active_sequence_count,microbatch_count,microbatch_sizes,warmup_steps_per_batch,measured_decode_steps,measured_output_tokens,measurement_window_ms,aggregate_output_tokens_per_second,p50_token_latency_ms,p95_token_latency_ms,active_node_count,active_compute_equivalents,network_bytes,network_bytes_per_output_token,network_messages,worker_compute_ms,compute_queue_wait_ms,network_queue_wait_ms,maximum_compute_utilization,maximum_tx_utilization,maximum_rx_utilization,resident_model_bytes,peak_transient_bytes,whole_layer_incapable_compute_share,overall_whole_layer_incapable_compute_share,p8_required_whole_layer_incapable_compute_share,p8_required_compute_ms,p8_required_incapable_compute_ms,task_graph_sha256,service_table_sha256,task_count_simulated,task_graph_replication_factor,placement_kind,layer_zero_candidate_id,whole_layer_layer_ids,p8_layer_ids,whole_layer_layer_count,p8_layer_count,whole_layer_only_commodity_model_feasible,canonical_commodity_architecture
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,1,PASS,1,1,1,2,256,256,512393.06033492356,0.4996164464691748,2001.5353919332952,2001.5353919332952,192,134.39999999999995,34373500928,134271488.0,1344512,556584.027733333,0.0,0.0,0.016066465838977136,0.006416264659499959,0.006416264659499959,1714206781030,22020096,0.998382889898759,0.998382889898759,1.0,555083.3429333334,555083.3429333334,d7915c0439dea5126ef9230b4c09cf940f56bdd062b3f97fbce004cb4e1be918,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,256,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,4,PASS,4,1,4,2,64,256,159897.7136682665,1.6010235176414915,2498.401776066664,2498.401776066664,192,134.39999999999995,34373500928,134271488.0,336128,248993.3538666619,0.0,0.0,0.02059008302539222,0.005431281441595457,0.005431281441595457,1714206781030,22020096,0.9965835387576694,0.9965835387576694,1.0,247543.13306666657,247543.13306666657,fc531c04294a43cb6d75b7a79001033ff21dbe0405304d3dc75ddb4ce05935f4,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,64,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,16,PASS,16,4,4|4|4|4,2,64,256,40317.738096060784,6.3495625520969465,2506.7895260662026,2574.524762766653,192,134.39999999999995,34373500928,134271488.0,336128,248993.35386655384,1257.8399200667163,229.5437195334698,0.08165902541843555,0.021540134090132723,0.021540134090132723,1714206781030,22020096,0.9965835387576693,0.9965835387576693,1.0,247543.1330666634,247543.1330666634,0bacbf8f476e033afdfea3ed68d6330ac73b3108e4a1b78182ec5e6a170cfb55,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,769608,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,64,PASS,64,16,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,64,256,11484.428210866809,22.29105318084251,2667.055980683507,3044.753812733382,192,134.39999999999995,34373500928,134271488.0,336128,248993.35386655384,17776.259107564696,2788.5823961336573,0.2866757612612184,0.07561974082246921,0.07561974082246921,1714206781030,22020096,0.9965835387576693,0.9965835387576693,1.0,247543.1330666634,247543.1330666634,ab636bc06df0d60315d7effe26c1805a3d168901ced336c023358da924fc248c,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,1026144,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,128,PASS,128,32,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,128,512,13610.60919553255,37.61771369999039,3084.5399132668545,3879.2915251335444,192,134.39999999999995,68747001856,134271488.0,672256,497986.70773169986,120805.26174293476,14901.308127194116,0.48378542836724936,0.12761360969574473,0.12761360969574473,1714206781030,22020096,0.9965835387576693,0.9965835387576693,1.0,495086.26613331895,495086.26613331895,f896b3c2b39e2ea76ef495d1d331f08d2b770706e6d013027097b775f4c07380,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,2052288,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,1,PASS,1,1,1,2,256,256,493914.85980159,0.5183079531213892,1929.3549210999608,1929.3549210999608,224,156.80000000000004,34373500928,134271488.0,1344512,535919.1264000009,0.0,0.0,0.01538799298942561,0.004996676088246039,0.004996676088246039,1714206781030,25690112,0.9983204644801257,0.9983204644801257,1.0,534418.4416000001,534418.4416000001,2e97de55d43421f58d3e8571a506569f825a53fe9e256b2f1108b09c1abf3204,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,256,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,4,PASS,4,1,4,2,64,256,153902.24860160018,1.6633935002645457,2404.722634400003,2404.722634400003,224,156.80000000000004,34373500928,134271488.0,336128,241737.67599999573,0.0,0.0,0.017075690731478212,0.0042464133925149495,0.0042464133925149495,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,240287.45519999988,240287.45519999988,c8bb47c530b214eb3788a603391678cbcac26ec1fe04730629bc05f336c79b44,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,64,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,16,PASS,16,4,4|4|4|4,2,64,256,39065.157985627025,6.553154094351502,2417.2129178337564,2461.882805566852,224,156.80000000000004,34373500928,134271488.0,336128,241737.67599987364,1835.480829865467,254.67878100015878,0.0672718948421226,0.01672929544635265,0.01672929544635265,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,240287.4551999971,240287.4551999971,0d62e0dc6e4c0f0d01001d54cc5ca37718262b33986ca99dcc3e9175ac0fbf8c,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,769608,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,64,PASS,64,16,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,64,256,10902.184968300551,23.481531522749947,2539.3304102335496,2872.827805533396,224,156.80000000000004,34373500928,134271488.0,336128,241737.67599987364,14542.330873097564,2416.7029921335397,0.24105142296165444,0.0599451001336176,0.0599451001336176,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,240287.4551999971,240287.4551999971,d23e1a6f805967dbd78f8c41cb5188b11ac40e4c6e19620d161f13dd9bde8a48,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,1026144,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,128,PASS,128,32,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,128,512,12081.297156399396,42.37955522257777,2761.9704031668434,3404.075816700096,224,156.80000000000004,68747001856,134271488.0,672256,483475.3519984692,78963.35435127144,12795.724148496009,0.43505050260401124,0.10818913915279844,0.10818913915279844,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,480574.910399987,480574.910399987,c7612f1576728588cfcf79d6d55aebc30559ea0059ddc0248bb1d951067512af,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,2052288,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
