result_class,block_candidates,accepted_rows,chunk_size,cache_enabled,total_ms,oracle_tok_s_per_user,fill_ms,steady_stage_period_ms,drain_ms,stage_utilization,steady_stage_utilization,median_steady_utilization,pipeline_efficiency,ideal_balanced_pipeline_ms,useful_parallelism,critical_path_fraction,slowest_stage,max_chunks_in_flight,messages,bytes,critical_path_communication_ms,scheduler_overhead_ms,simulation_cpu_ms,serial_waits,network,serial_baseline_ms,serial_baseline_oracle_tok_s_per_user,speedup_vs_corresponding_serial,serial_waits_per_accepted_token,messages_per_accepted_token,worker_idle_ms_by_microcell,compute_only_wavefront_ms,ideal_balanced_compute_pipeline_ms,loss_fill_drain_ms,loss_stage_imbalance_ms,loss_communication_ms,loss_explicit_state_barrier_ms,loss_control_plane_ms,pipeline_efficiency_definition,evidence_class,split_degree,speedup_vs_coarse_wavefront,logical_task_count,physical_event_count,logical_to_physical_ratio,physical_kernel_count,message_count,payload_bytes,critical_path_waits,peak_concurrency,median_stage_utilization,critical_path_waits_per_accepted_token
B_wavefront_only,4,5,1,False,1581.9149043421933,3.160726273123488,1032.4322693754355,124.8675527872249,50.012423817858235,"{""0"":0.34667709690504295,""1"":0.28153029608379754,""2"":0.2940237555202714,""3"":0.29148710776355574,""4"":0.244437818417908,""5"":0.2659266798746338,""6"":0.2465358186727087,""7"":0.2859070388287363,""8"":0.24689452249360894,""9"":0.39467215475521567,""10"":0.2492698925634081,""11"":0.15807558194369162}","{""0"":0.34667709690504295,""1"":0.28153029608379754,""2"":0.2940237555202714,""3"":0.29148710776355574,""4"":0.244437818417908,""5"":0.2659266798746338,""6"":0.2465358186727087,""7"":0.2859070388287363,""8"":0.24689452249360894,""9"":0.39467215475521567,""10"":0.2492698925634081,""11"":0.15807558194369162}",0.2737284879792157,0.8814500703526876,1394.3790037243914,3.3635480711209254,0.2923234692677314,9,5,55,14192640,36.485090400000004,0.17535,0.4162,27,"{""cache_hits"":0,""cache_misses"":0,""cache_reference_bytes"":0,""cache_seed_bytes"":0,""cached_attnres_total_bytes"":0,""cached_total_bytes"":0,""coarse_boundary_bytes"":14192640,""current_attnres_bytes"":105512960,""current_total_bytes"":118702080,""internal_boundary_bytes"":104509440,""invalidations"":0,""steady_state_attnres_reduction_fraction"":1.0,""total_attnres_reduction_fraction"":1.0}",2221.4136161386446,2.250819011675643,1.4042560760007339,5.4,11.0,"{""0"":1033.501237754023,""1"":1136.5579329433633,""2"":1116.7943432540108,""3"":1120.8071041474254,""4"":1195.235076202014,""5"":1161.2415259862748,""6"":1191.916218329631,""7"":1129.634298362673,""8"":1191.3487794091043,""9"":957.577140406069,""10"":1187.5911460923608,""11"":1331.8527852529019}",1456.1087529024403,1306.0511432443911,897.9101609805189,150.05760965804916,125.63080143975297,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
C_wavefront_attnres_cache,4,5,1,True,1574.8089996374586,3.174988205649742,1027.6727685107012,124.35427022722479,49.719150217858214,"{""0"":0.34661069444855275,""1"":0.2811700092524019,""2"":0.29371993962103854,""3"":0.2911720166066677,""4"":0.2439105030696465,""5"":0.26549642480591096,""6"":0.2460182382128589,""7"":0.28556718362864963,""8"":0.24637873127624452,""9"":0.39482334129361973,""10"":0.24876506340770224,""11"":0.1578577155366279}","{""0"":0.34661069444855275,""1"":0.2811700092524019,""2"":0.29371993962103854,""3"":0.2911720166066677,""4"":0.2439105030696465,""5"":0.26549642480591096,""6"":0.2460182382128589,""7"":0.28556718362864963,""8"":0.24637873127624452,""9"":0.39482334129361973,""10"":0.24876506340770224,""11"":0.1578577155366279}",0.2733332170291564,0.8803972963093123,1386.4575854843913,3.352389650936686,0.2624977198434956,9,5,255,8480320,37.7388192,0.17535,0.9863,27,"{""cache_hits"":2000,""cache_misses"":0,""cache_reference_bytes"":48000,""cache_seed_bytes"":6894080,""cached_attnres_total_bytes"":6942080,""cached_total_bytes"":20160640,""coarse_boundary_bytes"":8480320,""current_attnres_bytes"":105512960,""current_total_bytes"":118702080,""internal_boundary_bytes"":11680320,""invalidations"":0,""steady_state_attnres_reduction_fraction"":0.9995450795807453,""total_attnres_reduction_fraction"":0.9342063761645962}",2221.4136161386446,2.250819011675643,1.4105924062219881,5.4,51.0,"{""0"":1028.9633586492885,""1"":1132.0199386386287,""2"":1112.2561953492761,""3"":1116.2686874426906,""4"":1190.6965442972794,""5"":1156.70284048154,""6"":1187.3772640248962,""7"":1125.0952288579383,""8"":1186.8095563043696,""9"":953.0376485013344,""10"":1183.0515389876261,""11"":1326.213248548167}",1456.108752902223,1306.0511432443911,897.9101609805189,150.0576096578318,118.52489673523563,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
B_wavefront_only,4,5,2,False,1577.918831249323,3.1687307996959717,1267.5126315485443,130.1968879414602,50.012423817858235,"{""0"":0.27667764070838075,""1"":0.1877127094565476,""2"":0.20785433995215316,""3"":0.19552925776360527,""4"":0.17917540344525495,""5"":0.18866805142228477,""6"":0.18008363342026856,""7"":0.1915087093244912,""8"":0.18291286178626393,""9"":0.21335584963812412,""10"":0.18480556510589405,""11"":0.12096586061798166}","{""0"":0.27667764070838075,""1"":0.1877127094565476,""2"":0.20785433995215316,""3"":0.19552925776360527,""4"":0.17917540344525495,""5"":0.18866805142228477,""6"":0.18008363342026856,""7"":0.1915087093244912,""8"":0.18291286178626393,""9"":0.21335584963812412,""10"":0.18480556510589405,""11"":0.12096586061798166}",0.1881903804394162,0.9470778823615552,1494.412025238029,2.357991282722001,0.4198847124762243,0,3,33,14192640,38.343036,0.17535,0.2305,25,"{""cache_hits"":0,""cache_misses"":0,""cache_reference_bytes"":0,""cache_seed_bytes"":0,""cached_attnres_total_bytes"":0,""cached_total_bytes"":0,""coarse_boundary_bytes"":14192640,""current_attnres_bytes"":105512960,""current_total_bytes"":118702080,""internal_boundary_bytes"":104509440,""invalidations"":0,""steady_state_attnres_reduction_fraction"":1.0,""total_attnres_reduction_fraction"":1.0}",2221.4136161386446,2.250819011675643,1.4078123488645056,5.0,6.6,"{""0"":1141.3439717899346,""1"":1281.7234121330036,""2"":1249.9415540819218,""3"":1269.3895333639273,""4"":1295.1945880563603,""5"":1280.2159600549842,""6"":1293.7614748756812,""7"":1275.7336324579555,""8"":1289.2971821590725,""9"":1241.2606183481278,""10"":1286.3106499490598,""11"":1387.0445218419288}",1455.3463393297188,1409.8791594780291,1123.9046610213693,45.46717985168971,122.3971419196041,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
C_wavefront_attnres_cache,4,5,2,True,1561.9516504493222,3.201123414134915,1252.544485628544,129.84400730146,49.719150217858214,"{""0"":0.277861635150191,""1"":0.18798729673345038,""2"":0.20833488572696313,""3"":0.1958839126149524,""4"":0.17936292391148653,""5"":0.1889526702759577,""6"":0.1802806006015856,""7"":0.19182251454785904,""8"":0.18313885424556015,""9"":0.2138931513309571,""10"":0.18505105339023487,""11"":0.12126321963481257}","{""0"":0.277861635150191,""1"":0.18798729673345038,""2"":0.20833488572696313,""3"":0.1958839126149524,""4"":0.17936292391148653,""5"":0.1889526702759577,""6"":0.1802806006015856,""7"":0.19182251454785904,""8"":0.18313885424556015,""9"":0.2138931513309571,""10"":0.18505105339023487,""11"":0.12126321963481257}",0.18846998350470404,0.9481983041997378,1481.039906198029,2.357991282722001,0.38124866224822296,0,3,153,8471488,34.9956312,0.17535,0.6019,25,"{""cache_hits"":1200,""cache_misses"":0,""cache_reference_bytes"":28800,""cache_seed_bytes"":6888960,""cached_attnres_total_bytes"":6917760,""cached_total_bytes"":20124544,""coarse_boundary_bytes"":8471488,""current_attnres_bytes"":105512960,""current_total_bytes"":118702080,""internal_boundary_bytes"":11653056,""invalidations"":0,""steady_state_attnres_reduction_fraction"":0.9997270477484472,""total_attnres_reduction_fraction"":0.9344368691770186}",2221.4136161386446,2.250819011675643,1.4222038278199052,5.0,30.6,"{""0"":1127.945210829934,""1"":1268.3245820530028,""2"":1236.542631841921,""3"":1255.9904498439264,""4"":1281.7954354163596,""5"":1266.8167152549836,""6"":1280.3620687956804,""7"":1262.3341572579548,""8"":1275.8976147990718,""9"":1227.8608897081272,""10"":1272.9108521890591,""11"":1372.544364401928}",1455.34633932937,1409.8791594780291,1123.9046610213693,45.467179851340916,106.42996111995215,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
B_wavefront_only,4,5,4,False,2027.0603240242094,2.4666261485863332,1870.3690588354586,106.67884137089254,50.012423817858235,"{""0"":0.18726893083010648,""1"":0.11593045484989621,""2"":0.12911479785258798,""3"":0.12194151079566813,""4"":0.11115073410107584,""5"":0.11947859298766807,""6"":0.11479322313794744,""7"":0.12133751536251135,""8"":0.11553583320138253,""9"":0.13819323642466422,""10"":0.11774850020960421,""11"":0.07729975439392962}","{""0"":0.18726893083010648,""1"":0.11593045484989621,""2"":0.12911479785258798,""3"":0.12194151079566813,""4"":0.11115073410107584,""5"":0.11947859298766807,""6"":0.11479322313794744,""7"":0.12133751536251135,""8"":0.11553583320138253,""9"":0.13819323642466422,""10"":0.11774850020960421,""11"":0.07729975439392962}",0.11861354659863614,0.9968739737984198,2020.723680339126,1.4925001135060314,0.6625858525778945,0,2,22,14192640,43.2975576,0.17535,0.1487,24,"{""cache_hits"":0,""cache_misses"":0,""cache_reference_bytes"":0,""cache_seed_bytes"":0,""cached_attnres_total_bytes"":0,""cached_total_bytes"":0,""coarse_boundary_bytes"":14192640,""current_attnres_bytes"":105512960,""current_total_bytes"":118702080,""internal_boundary_bytes"":104509440,""invalidations"":0,""steady_state_attnres_reduction_fraction"":1.0,""total_attnres_reduction_fraction"":1.0}",2221.4136161386446,2.250819011675643,1.0958793824786608,4.8,4.4,"{""0"":1647.4549044160665,""1"":1792.062298651905,""2"":1765.3368400528223,""3"":1779.8775256387407,""4"":1801.751080941754,""5"":1784.8700086086703,""6"":1794.3675359344181,""7"":1781.1018608171846,""8"":1792.862220538608,""9"":1746.9342974192755,""10"":1788.3770110359644,""11"":1870.3690588354586}",1894.0043063449775,1928.891481219126,1693.324677702489,0.0,132.8806676792319,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
C_wavefront_attnres_cache,4,5,4,True,1995.65116178421,2.5054478937740576,1840.4272476354593,105.50476393089252,49.719150217858214,"{""0"":0.18892921261401893,""1"":0.11646797744175953,""2"":0.12985985702014674,""3"":0.12257372488224415,""4"":0.11161313735979501,""5"":0.12007209757105305,""6"":0.11531303948133322,""7"":0.1219603541279338,""8"":0.11606739121606446,""9"":0.1390814487421657,""10"":0.11831495992373048,""11"":0.07778108575347056}","{""0"":0.18892921261401893,""1"":0.11646797744175953,""2"":0.12985985702014674,""3"":0.12257372488224415,""4"":0.11161313735979501,""5"":0.12007209757105305,""6"":0.11531303948133322,""7"":0.1219603541279338,""8"":0.11606739121606446,""9"":0.1390814487421657,""10"":0.11831495992373048,""11"":0.07778108575347056}",0.11919352874739177,1.0004009159968623,1996.4512502591263,1.4925001135060314,0.6095732892379883,0,2,102,8467072,35.9590104,0.17535,0.4113,24,"{""cache_hits"":800,""cache_misses"":0,""cache_reference_bytes"":19200,""cache_seed_bytes"":6886400,""cached_attnres_total_bytes"":6905600,""cached_total_bytes"":20106496,""coarse_boundary_bytes"":8467072,""current_attnres_bytes"":105512960,""current_total_bytes"":118702080,""internal_boundary_bytes"":11639424,""invalidations"":0,""steady_state_attnres_reduction_fraction"":0.9998180318322981,""total_attnres_reduction_fraction"":0.9345521156832298}",2221.4136161386446,2.250819011675643,1.113127213151116,4.8,20.4,"{""0"":1618.614359136067,""1"":1763.2217072919054,""2"":1736.4961872528227,""3"":1751.0367653187413,""4"":1772.9102745417545,""5"":1756.029140768671,""6"":1765.526560574419,""7"":1752.2608393771852,""8"":1764.0211376586085,""9"":1718.093107019276,""10"":1759.535774555965,""11"":1840.4272476354593}",1894.0043063443022,1928.891481219126,1693.324677702489,0.0,101.47150543990777,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
B_wavefront_only,7,8,1,False,1956.517562703868,4.088897617123437,1032.4322693754355,124.8675527872249,50.012423817858235,"{""0"":0.4484814669020593,""1"":0.36420381182439726,""2"":0.380366070781717,""3"":0.37708451709068325,""4"":0.3162188455744159,""5"":0.34401807486935615,""6"":0.3189329395836075,""7"":0.3698658184121609,""8"":0.3193969795136083,""9"":0.5105706390477187,""10"":0.32246989509657964,""11"":0.20449568057540818}","{""0"":0.4484814669020593,""1"":0.36420381182439726,""2"":0.380366070781717,""3"":0.37708451709068325,""4"":0.3162188455744159,""5"":0.34401807486935615,""6"":0.3189329395836075,""7"":0.3698658184121609,""8"":0.3193969795136083,""9"":0.5105706390477187,""10"":0.32246989509657964,""11"":0.20449568057540818}",0.3541109433468767,0.8463123963141929,1655.8250669227145,4.3210085077194265,0.22596938914471085,9,8,88,22708224,36.485090400000004,0.17535,0.5544,30,"{""cache_hits"":0,""cache_misses"":0,""cache_reference_bytes"":0,""cache_seed_bytes"":0,""cached_attnres_total_bytes"":0,""cached_total_bytes"":0,""coarse_boundary_bytes"":22708224,""current_attnres_bytes"":168820736,""current_total_bytes"":189923328,""internal_boundary_bytes"":167215104,""invalidations"":0,""steady_state_attnres_reduction_fraction"":1.0,""total_attnres_reduction_fraction"":1.0}",2997.238528880436,2.6691235692169797,1.5319251848362214,3.75,11.0,"{""0"":1079.0556961627954,""1"":1243.94640846574,""2"":1212.324664962776,""3"":1218.7450823922393,""4"":1337.8298376795808,""5"":1283.4401573343985,""6"":1332.5196650837681,""7"":1232.8685931366356,""8"":1331.611762810926,""9"":957.577140406069,""10"":1325.599549504136,""11"":1556.4181721610018}",1813.536549504158,1550.9357326027143,897.9101609805189,262.60081690144375,142.80566319970987,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
C_wavefront_attnres_cache,7,8,1,True,1947.871810319133,4.107046448138344,1027.6727685107012,124.35427022722479,49.719150217858214,"{""0"":0.4483626802104523,""1"":0.36371104804995136,""2"":0.379945170385642,""3"":0.37664927210555366,""4"":0.3155135390781163,""5"":0.34343628318121583,""6"":0.3182400267287296,""7"":0.3693990689917859,""8"":0.31870634712416335,""9"":0.5107287638475594,""10"":0.3217932174587183,""11"":0.2041988593067116}","{""0"":0.4483626802104523,""1"":0.36371104804995136,""2"":0.379945170385642,""3"":0.37664927210555366,""4"":0.3155135390781163,""5"":0.34343628318121583,""6"":0.3182400267287296,""7"":0.3693990689917859,""8"":0.31870634712416335,""9"":0.5107287638475594,""10"":0.3217932174587183,""11"":0.2041988593067116}",0.35357366561558357,0.8452395963844105,1646.4183827627148,4.309491444713716,0.2029283841823203,9,8,408,13568512,37.7388192,0.17535,1.4662,30,"{""cache_hits"":3200,""cache_misses"":0,""cache_reference_bytes"":76800,""cache_seed_bytes"":11030528,""cached_attnres_total_bytes"":11107328,""cached_total_bytes"":32257024,""coarse_boundary_bytes"":13568512,""current_attnres_bytes"":168820736,""current_total_bytes"":189923328,""internal_boundary_bytes"":18688512,""invalidations"":0,""steady_state_attnres_reduction_fraction"":0.9995450795807453,""total_attnres_reduction_fraction"":0.9342063761645962}",2997.238528880436,2.6691235692169797,1.5387247317827237,3.75,51.0,"{""0"":1074.5187847380607,""1"":1239.409312721005,""2"":1207.787323458041,""3"":1214.2073108075044,""4"":1333.291881774846,""5"":1278.9019556696635,""6"":1327.9810333390333,""7"":1228.3297770719007,""8"":1327.072700986191,""9"":953.0376485013345,""10"":1321.0598732794008,""11"":1550.1186085762665}",1813.5365495039023,1550.9357326027143,897.9101609805189,262.60081690118795,134.15991081523063,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
B_wavefront_only,7,8,2,False,1828.2817635559436,4.375693155982852,1267.5126315485443,163.44606307087724,70.43094279476782,"{""0"":0.3575949097757891,""1"":0.22657779447923213,""2"":0.2570207389617986,""3"":0.23662407202020236,""4"":0.224679020114989,""5"":0.23362722287156923,""6"":0.2255206208152073,""7"":0.2316153689392579,""8"":0.2302800676567503,""9"":0.23168273549044746,""10"":0.23272499227528035,""11"":0.15409209717824285}","{""0"":0.3575949097757891,""1"":0.22657779447923213,""2"":0.2570207389617986,""3"":0.23662407202020236,""4"":0.224679020114989,""5"":0.23362722287156923,""6"":0.2255206208152073,""7"":0.2316153689392579,""8"":0.2302800676567503,""9"":0.23168273549044746,""10"":0.23272499227528035,""11"":0.15409209717824285}",0.23164905221485269,0.8881373876808647,1623.76538942914,2.8891256905897493,0.34165519501985087,0,4,44,22708224,38.7559128,0.17535,0.2916,26,"{""cache_hits"":0,""cache_misses"":0,""cache_reference_bytes"":0,""cache_seed_bytes"":0,""cached_attnres_total_bytes"":0,""cached_total_bytes"":0,""coarse_boundary_bytes"":22708224,""current_attnres_bytes"":168820736,""current_total_bytes"":189923328,""internal_boundary_bytes"":167215104,""invalidations"":0,""steady_state_attnres_reduction_fraction"":1.0,""total_attnres_reduction_fraction"":1.0}",2997.238528880436,2.6691235692169797,1.6393745147087793,3.25,5.5,"{""0"":1174.4975112724353,""1"":1414.033713882837,""2"":1358.3754336564145,""3"":1395.6662878630593,""4"":1417.5052084260903,""5"":1401.1453725096335,""6"":1415.9665252136851,""7"":1404.8236083650165,""8"":1407.2649153486782,""9"":1404.700443328003,""10"":1402.7949042553507,""11"":1546.5579923768719}",1697.5070569164093,1532.5972650291399,1123.9046610213693,164.90979188726942,130.5993566395343,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
C_wavefront_attnres_cache,7,8,2,True,1809.6445206759436,4.420757728159681,1255.2494803097316,162.41865571087737,69.84406791476795,"{""0"":0.35900676371558327,""1"":0.2266403747847177,""2"":0.2573969142434356,""3"":0.23679030408294072,""4"":0.2247222829033593,""5"":0.2337627096885855,""6"":0.2255727378489694,""7"":0.2317303057477224,""8"":0.23038132031120714,""9"":0.2317985528291809,""10"":0.23285159457902727,""11"":0.15438185150015996}","{""0"":0.35900676371558327,""1"":0.2266403747847177,""2"":0.2573969142434356,""3"":0.23679030408294072,""4"":0.2247222829033593,""5"":0.2337627096885855,""6"":0.2255727378489694,""7"":0.2317303057477224,""8"":0.23038132031120714,""9"":0.2317985528291809,""10"":0.23285159457902727,""11"":0.15438185150015996}",0.23176442928845165,0.8890736600734028,1608.9072774291399,2.8891256905897493,0.3123287031344968,0,4,204,13550848,35.0873816,0.17535,0.771,26,"{""cache_hits"":1600,""cache_misses"":0,""cache_reference_bytes"":38400,""cache_seed_bytes"":11020288,""cached_attnres_total_bytes"":11058688,""cached_total_bytes"":32184832,""coarse_boundary_bytes"":13550848,""current_attnres_bytes"":168820736,""current_total_bytes"":189923328,""internal_boundary_bytes"":18633984,""invalidations"":0,""steady_state_attnres_reduction_fraction"":0.9997725397903726,""total_attnres_reduction_fraction"":0.9344944924301242}",2997.238528880436,2.6691235692169797,1.6562581737107678,3.25,25.5,"{""0"":1159.9698978324352,""1"":1399.506008282837,""2"":1343.8476051764146,""3"":1381.1382443430596,""4"":1402.9770727460902,""5"":1386.6171139496334,""6"":1401.438051613685,""7"":1390.2950426050165,""8"":1392.736226708678,""9"":1390.171539648003,""10"":1388.2659084153506,""11"":1530.268249016872}",1697.5070569159986,1532.5972650291399,1123.9046610213693,164.90979188685878,111.96211375994493,0.0,0.17535,"balanced pipeline latency using the mean measured stage compute service for each actual chunk, excluding handoff, divided by observed event-DAG makespan including communication",VALIDATED INDEPENDENT-RESOURCE MODEL + SHAPED NETWORK,,,,,,,,,,,,
