schema_version,memory_cap_gib,stripe_degree,depth_span,chunk_rows,block_candidates,maximum_context,hardware_class,expert_allocation_overhead_factor,block,chunk,local_profile,inter_pod_profile,compute_slowdown,heterogeneity,jitter_fraction,activation_strategy,placement_family,target_pass_ms,exact_tok_s_per_user,total_physical_compute_work_ms,critical_path_compute_ms,network_critical_path_ms,total_network_bytes,network_bytes_per_accepted_token,worker_seconds_per_accepted_token,average_worker_utilization,p50_worker_utilization,p95_worker_utilization,active_workers,active_workers_per_token,active_workers_per_chunk,peak_simultaneous_workers,total_task_count,all_compute_resources_are_microworkers,evidence_class,valid,max_worker_peak_gib,max_layer_fraction,max_expert_fraction,worker_count,pod_count,equivalent_unsharded_compute_work_ms,compute_work_inflation,compute_work_denominator_source,minimum_workers_required_for_capacity,total_resident_model_bytes,total_cluster_accounted_peak_bytes,replicated_weight_bytes,weight_replication_factor,unused_capacity_bytes
experiment-019-worker-simulation-result-v1,20.0,8,1,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,798.6123148799973,10.01737620487622,6874.432000000009,189.42679999999913,609.1855148799963,1139289984,142411248.0,0.8593040000000011,0.011569854089186768,0.010849820167501434,0.016737533031917426,744,744,744,32,56336,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5401510344818234,0.125,0.125,744,93,2983.5468,2.304114016244025,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,831.4515452799966,15.635306800256373,11170.951999999965,201.34179999999904,630.1097452799954,1851346224,142411248.0,0.8593039999999973,0.018058443111139123,0.016934600795357687,0.026124252367208365,744,744,744,34,91546,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5401510344818234,0.125,0.125,744,93,4848.26355,2.304114016244015,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,857.7229295999961,19.819920178568672,14608.168000000058,210.87379999999897,646.8491295999947,2420991216,142411248.0,0.8593040000000034,0.022891581571404276,0.021466955545407736,0.0331161136303615,744,744,744,41,119714,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5401510344818234,0.125,0.125,744,93,6340.036949999998,2.304114016244032,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,865.4046996799991,9.244229899558162,5038.9092000000155,233.17779999999885,632.2268996799985,1139289536,142411192.0,0.6298636500000019,0.007826081163944676,0.007465640066883173,0.011074356313923192,744,744,744,24,28168,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.540512515231967,0.125,0.125,744,93,2047.7826,2.4606660882849654,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,889.5343993599988,14.614387042652005,8818.091099999992,243.6762999999989,645.8580993599985,1851345552,142411196.30769232,0.6783146999999995,0.013324131132419866,0.012710469666080047,0.018854414187991882,744,744,744,32,49294,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.540512515231967,0.125,0.125,744,93,3444.6172500000002,2.5599625328474422,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,905.7275529599985,18.769441146449044,11337.545699999977,250.6752999999989,655.0522529599984,2420990320,142411195.29411766,0.6669144529411751,0.016824746739510302,0.016049859532805903,0.02380798721373595,744,744,744,40,63378,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.540512515231967,0.125,0.125,744,93,4468.5085500000005,2.537210251057923,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,1033.6398114400038,7.739639970769788,4159.124999999996,333.48229999999916,700.1575114399996,1139289312,142411164.0,0.5198906249999995,0.005408287986126999,0.005290817884018227,0.0066780516032790786,744,744,744,16,14084,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5412354758009315,0.125,0.125,744,93,1474.9008000000001,2.8199354153174205,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,1054.5697957600025,12.327301665824045,8318.249999999993,344.06749999999914,710.5022957599998,1851345216,142411170.46153846,0.639865384615384,0.010601900029129531,0.010371622669239772,0.013091025416720557,744,744,744,24,28168,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5412354758009315,0.125,0.125,744,93,2585.29455,3.2175250591852262,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,1,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,C_full_layer_stripes_plus_worker_wavefront,1065.274834000002,15.958323108194225,10397.812499999976,349.36009999999914,715.9147339999998,2420989872,142411168.94117647,0.6116360294117633,0.013119200782212263,0.012834246678543023,0.01619934072337239,744,744,744,32,35210,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,2.5412354758009315,0.125,0.125,744,93,3322.7449500000002,3.129283967461895,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,713.4473927999985,11.21316032651429,6874.431999999995,198.89569999999927,514.5516927999989,1128738688,141092336.0,0.8593039999999994,0.02562636574791234,0.023917670976454995,0.037471017863112834,376,376,376,33,55968,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.774828031659126,0.125,0.125,376,47,2983.5468,2.3041140162440206,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,769.3301999999982,16.89781578833124,11170.952000000005,217.57419999999925,551.7559999999978,1834200368,141092336.0,0.8593040000000004,0.038617980580255847,0.03604304107651052,0.05646743101986663,376,376,376,41,90948,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.774828031659126,0.125,0.125,376,47,4848.26355,2.3041140162440232,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,1,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,1,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,814.0364457599978,20.883585849929016,14608.16800000002,232.51699999999929,581.519445759997,2398569712,141092336.0,0.8593040000000012,0.04772699163613677,0.04454468861789859,0.069786678834708,376,376,376,57,118932,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.494645617902279,0.12678013172190516,0.125,376,47,6340.036949999998,2.304114016244026,E018 physical layer-89/91 controls; post-schedule comparison only,96,1560860324864,1764069467393,0,1.0,6310469049087
experiment-019-worker-simulation-result-v1,20.0,8,2,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,761.2525787199988,10.508995599662239,5038.909200000006,237.1227999999987,524.1297787199976,1128738240,141092280.0,0.6298636500000008,0.017604346612332965,0.01680493486341988,0.02517902800701074,376,376,376,25,27984,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.775217016227543,0.125,0.125,376,47,2047.7826,2.460666088284961,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,799.748117599999,16.255117972659068,8818.0911,251.4999999999986,548.248117599998,1834199696,141092284.30769232,0.6783147,0.029324695401832034,0.027993063700085207,0.041942330668638055,376,376,376,40,48972,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.775217016227543,0.125,0.125,376,47,3444.6172500000002,2.5599625328474445,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,2,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,16,2,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,825.791363359999,20.586313631121072,11337.545700000002,261.12899999999854,564.6623633599982,2398568816,141092283.29411766,0.6669144529411767,0.03651412258876222,0.034856019664439006,0.05222517685886592,376,376,376,41,62964,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.775217016227543,0.125,0.125,376,47,4468.5085500000005,2.5372102510579286,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,7,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,917.8384005600044,8.716131287510882,4159.125000000005,335.2835999999991,582.5548005600001,1128738016,141092252.0,0.5198906250000006,0.01205168867725023,0.01181253692739912,0.01504120985957534,376,376,376,16,13992,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.7759949862957,0.125,0.125,376,47,1474.9008000000001,2.8199354153174263,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
experiment-019-worker-simulation-result-v1,20.0,8,2,4,16,4096,RTX_5090_PHYSICAL_SHARD_SERVICE,1.0137388288648792,12,4,canonical_fast_local,canonical_inter_pod,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,949.8771028000054,13.68598101973316,8318.25000000001,349.38429999999903,600.4928028000006,1834199360,141092258.46153846,0.6398653846153853,0.02329038699210216,0.02282821634091491,0.02906776036458834,376,376,376,32,27984,True,RTX 5090 physically measured shard service; conservative per-worker maximum across calibration and held-out attention layers + deterministic explicit-worker event model,True,4.7759949862957,0.125,0.125,376,47,2585.29455,3.2175250591852325,E018 physical layer-89/91 controls; post-schedule comparison only,,,,,,
