schema_version,memory_cap_gib,stripe_degree,depth_span,chunk_rows,block_candidates,maximum_context,hardware_class,expert_allocation_overhead_factor,block,chunk,local_profile,inter_pod_profile,compute_slowdown,heterogeneity,jitter_fraction,activation_strategy,placement_family,target_pass_ms,exact_tok_s_per_user,total_physical_compute_work_ms,critical_path_compute_ms,network_critical_path_ms,total_network_bytes,network_bytes_per_accepted_token,worker_seconds_per_accepted_token,average_worker_utilization,p50_worker_utilization,p95_worker_utilization,active_workers,active_workers_per_token,active_workers_per_chunk,peak_simultaneous_workers,total_task_count,all_compute_resources_are_microworkers,evidence_class,regime,rtt_ms,bandwidth_gbps,protocol_software_overhead_ms_per_network_event_step,worker_count,machine_count,one_compute_worker_per_machine,logical_depth_group_count,logical_depth_groups_have_compute,logical_depth_groups_have_memory,same_host_pcie_nvlink_nccl_assumed,all_worker_links_use_same_independent_machine_profile,max_peak_memory_per_worker_bytes,max_peak_memory_per_worker_gib,total_resident_bytes,active_worker_seconds_per_accepted_token,resident_worker_seconds_per_accepted_token,network_messages_per_accepted_token,network_event_count,compute_event_count,queue_wait_ms_sum,state_wait_ms_sum,serial_waits_per_accepted_token_ms,reduction_collective_count,reduction_collective_steps,compute_work_inflation,equivalent_unsharded_compute_work_ms,compute_work_denominator_source,compute_share_of_critical_path,network_share_of_critical_path,all_compute_events_have_worker_id,all_network_events_have_explicit_edges,grouped_top16_expert_service,model_validation_status,admissible,admissibility_reason,diagnostic_passes_5_tok_s,passes_5_tok_s
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_0.1gbps,independent_machine_envelope_0.25ms_0.1gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,9423.013349999928,1.804093804027151,7898.350500000015,201.90059999999932,9221.112749999966,2398568816,141092283.29411766,0.4646088529411774,0.0022292498747003677,0.002098373340413461,0.0034908259999440875,376,376,376,16,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,0.1,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,208.41488350588077,416.6470588235294,7083,55881,9931.743369999966,9931.743369999966,584.2201982352921,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.021426330675844884,0.978573669324159,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,False,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_0.25gbps,independent_machine_envelope_0.25ms_0.25gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,4146.242790000033,4.100097572916096,7898.350500000015,201.90059999999932,3944.3421900000144,2398568816,141092283.29411766,0.4646088529411774,0.005066334123136833,0.00476889584172176,0.007933471739603489,376,376,376,17,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,0.25,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,91.70513464941249,416.6470588235294,7083,55881,4257.464458000002,4257.464458000002,250.43908576470602,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.04869483294295887,0.9513051670570365,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,False,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_0.5gbps,independent_machine_envelope_0.25ms_0.5gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,2387.3192700000063,7.120957893495307,7898.350500000015,201.90059999999926,2185.418669999997,2398568816,141092283.29411766,0.4646088529411774,0.008799095954093806,0.008282511789887214,0.013778676532024935,376,376,376,25,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,0.5,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,52.80188503058838,416.6470588235294,7083,55881,2366.0381540000135,2366.0381540000135,139.17871494117728,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.08457209831008432,0.9154279016899114,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,True,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_1gbps,independent_machine_envelope_0.25ms_1gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,1507.8575099999907,11.27427484842391,7898.350500000015,201.90059999999926,1305.9569099999915,2398568816,141092283.29411766,0.4646088529411774,0.013931191236887738,0.013113308033993286,0.02181512495832593,376,376,376,24,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,1.0,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,33.35026022117626,416.6470588235294,7083,55881,1420.3250020000028,1420.3250020000028,83.54852952941192,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.1338989915565699,0.8661010084434301,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,True,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_2.5gbps,independent_machine_envelope_0.25ms_2.5gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,980.1804539999987,17.34374515491004,7898.350500000015,201.90059999999932,778.2798540000005,2398568816,141092283.29411766,0.4646088529411774,0.02143100410140117,0.020172816055766825,0.03355922867647801,376,376,376,41,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,2.5,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,21.679285335529386,416.6470588235294,7083,55881,852.8971107999992,852.8971107999992,50.17041828235289,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.20598309135431872,0.7940169086456824,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,True,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_10gbps,independent_machine_envelope_0.25ms_10gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,716.3419260000039,23.73168368760243,7898.350500000015,201.90059999999932,514.4413260000031,2398568816,141092283.29411766,0.4646088529411774,0.029324336001222855,0.02760274009146839,0.04591955155225663,376,376,376,41,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,10.0,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,15.84379789270597,416.6470588235294,7083,55881,569.1831652000062,569.1831652000062,33.4813626588239,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.2818494809139486,0.7181505190860492,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,True,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.25ms_25gbps,independent_machine_envelope_0.25ms_25gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,663.5742203999978,25.618837316724754,7898.350500000015,201.90059999999932,461.6736203999999,2398568816,141092283.29411766,0.4646088529411774,0.03165621973247366,0.029797721780211665,0.049571093916475024,376,376,376,34,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.25,25.0,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,14.676700404141128,416.6470588235294,7083,55881,512.4403760800035,512.4403760800035,30.14355153411785,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.30426227209112355,0.6957377279088786,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,True,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.5ms_0.1gbps,independent_machine_envelope_0.5ms_0.1gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,9741.38834999992,1.745131123942938,7898.350500000015,201.90059999999932,9539.48774999996,2398568816,141092283.29411766,0.4646088529411774,0.0021563919407634954,0.002029792806689629,0.0033767363355347866,376,376,376,17,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.5,0.1,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,215.45658938823348,416.6470588235294,7083,55881,10138.74336999996,10138.74336999996,596.3966688235271,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.020726060058985432,0.9792739399410187,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,False,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.5ms_0.25gbps,independent_machine_envelope_0.5ms_0.25gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,4464.617790000017,3.807716763140868,7898.350500000015,201.90059999999932,4262.717190000008,2398568816,141092283.29411766,0.4646088529411774,0.004705050312893,0.004428822562210844,0.00736773035167247,376,376,376,24,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.5,0.25,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,98.74684053176507,416.6470588235294,7083,55881,4464.464458000005,4464.464458000005,262.61555635294144,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.04522237053577627,0.9547776294642215,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,False,False
experiment-021-independent-machine-sweep-v1,8,8,2,2,16,4096,INDEPENDENT_MACHINE_RTX5090_SHARD_SERVICE,1.0137388288648792,16,2,independent_machine_envelope_0.5ms_0.5gbps,independent_machine_envelope_0.5ms_0.5gbps,1.0,homogeneous,0.0,hybrid,D_depth_stripes_plus_E_exact_worker_wavefront,2705.6942700000145,6.283045423310117,7898.350500000015,201.90059999999923,2503.7936700000014,2398568816,141092283.29411766,0.4646088529411774,0.007763719486971867,0.0073079210091241695,0.012157360262288544,376,376,376,24,62964,True,PHYSICAL_SHARD_EXECUTION inputs + SHAPED_NETWORK + UNVALIDATED_INDEPENDENT_MACHINE_MODEL_DIAGNOSTIC_ONLY,CUSTOM_ENVELOPE,0.5,0.5,0.04245,376,376,True,47,False,False,False,True,4826088984,4.494645617902279,1560860324864,0.4646088529411774,59.8435909129415,416.6470588235294,7083,55881,2573.038154000017,2573.038154000017,151.35518552941278,4995,19611,1.76755855149925,4468.5085500000005,E018 physical layer-89/91 controls; post-schedule diagnostic only,0.07462062592903305,0.9253793740709618,True,True,True,FAIL,False,MODEL_INVALID: ordered physical replay did not validate the resident-worker event model,True,False
