architecture,scenario,available_node_budget,placement_sha256,concurrency,status,active_sequence_count,microbatch_count,microbatch_sizes,warmup_steps_per_batch,measured_decode_steps,measured_output_tokens,measurement_window_ms,aggregate_output_tokens_per_second,p50_token_latency_ms,p95_token_latency_ms,active_node_count,active_compute_equivalents,network_bytes,network_bytes_per_output_token,network_messages,worker_compute_ms,compute_queue_wait_ms,network_queue_wait_ms,maximum_compute_utilization,maximum_tx_utilization,maximum_rx_utilization,resident_model_bytes,peak_transient_bytes,whole_layer_incapable_compute_share,overall_whole_layer_incapable_compute_share,p8_required_whole_layer_incapable_compute_share,p8_required_compute_ms,p8_required_incapable_compute_ms,task_graph_sha256,service_table_sha256,task_count_simulated,task_graph_replication_factor,placement_kind,layer_zero_candidate_id,whole_layer_layer_ids,p8_layer_ids,whole_layer_layer_count,p8_layer_count,whole_layer_only_commodity_model_feasible,canonical_commodity_architecture
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,4,PASS,4,1,4,2,64,256,159897.7136682665,1.6010235176414915,2498.401776066664,2498.401776066664,192,134.39999999999995,34373500928,134271488.0,336128,248993.3538666619,0.0,0.0,0.02059008302539222,0.005431281441595457,0.005431281441595457,1714206781030,22020096,0.9965835387576694,0.9965835387576694,1.0,247543.13306666657,247543.13306666657,fc531c04294a43cb6d75b7a79001033ff21dbe0405304d3dc75ddb4ce05935f4,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,64,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,16,PASS,16,4,4|4|4|4,2,64,256,40317.738096060784,6.3495625520969465,2506.7895260662026,2574.524762766653,192,134.39999999999995,34373500928,134271488.0,336128,248993.35386655384,1257.8399200667163,229.5437195334698,0.08165902541843555,0.021540134090132723,0.021540134090132723,1714206781030,22020096,0.9965835387576693,0.9965835387576693,1.0,247543.1330666634,247543.1330666634,0bacbf8f476e033afdfea3ed68d6330ac73b3108e4a1b78182ec5e6a170cfb55,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,769608,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,192,cbf28d444304e182e65151aeced7432597d799aa3119e346d5045b94f5b7e9d7,64,PASS,64,16,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,64,256,11484.428210866809,22.29105318084251,2667.055980683507,3044.753812733382,192,134.39999999999995,34373500928,134271488.0,336128,248993.35386655384,17776.259107564696,2788.5823961336573,0.2866757612612184,0.07561974082246921,0.07561974082246921,1714206781030,22020096,0.9965835387576693,0.9965835387576693,1.0,247543.1330666634,247543.1330666634,ab636bc06df0d60315d7effe26c1805a3d168901ced336c023358da924fc248c,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,1026144,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,4,PASS,4,1,4,2,64,256,153902.24860160018,1.6633935002645457,2404.722634400003,2404.722634400003,224,156.80000000000004,34373500928,134271488.0,336128,241737.67599999573,0.0,0.0,0.017075690731478212,0.0042464133925149495,0.0042464133925149495,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,240287.45519999988,240287.45519999988,c8bb47c530b214eb3788a603391678cbcac26ec1fe04730629bc05f336c79b44,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,64,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,16,PASS,16,4,4|4|4|4,2,64,256,39065.157985627025,6.553154094351502,2417.2129178337564,2461.882805566852,224,156.80000000000004,34373500928,134271488.0,336128,241737.67599987364,1835.480829865467,254.67878100015878,0.0672718948421226,0.01672929544635265,0.01672929544635265,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,240287.4551999971,240287.4551999971,0d62e0dc6e4c0f0d01001d54cc5ca37718262b33986ca99dcc3e9175ac0fbf8c,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,769608,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,224,186fff7f67b9c0a2bbd95e70e2bce68fdd2369681fcab2243c536fb03e7fc09b,64,PASS,64,16,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,64,256,10902.184968300551,23.481531522749947,2539.3304102335496,2872.827805533396,224,156.80000000000004,34373500928,134271488.0,336128,241737.67599987364,14542.330873097564,2416.7029921335397,0.24105142296165444,0.0599451001336176,0.0599451001336176,1714206781030,25690112,0.996480738950069,0.996480738950069,1.0,240287.4551999971,240287.4551999971,d23e1a6f805967dbd78f8c41cb5188b11ac40e4c6e19620d161f13dd9bde8a48,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,1026144,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,256,9be1512f370019d05c2d621424bc53646c73d844cb57afe9c98aed226bd142f8,4,PASS,4,1,4,2,64,256,153449.64380160044,1.6682997344131338,2397.650684400007,2397.650684400007,256,179.20000000000013,34373500928,134271488.0,336128,239293.1375999955,0.0,0.0,0.017092815173889924,0.005670099689022057,0.005670099689022057,1714206781030,29360128,0.996444696747389,0.996444696747389,1.0,237842.91679999998,237842.91679999998,f0b5f20418b363c74bde782a618b8520dd99d86d270a83a9dc546b69eb3ea316,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,64,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,256,9be1512f370019d05c2d621424bc53646c73d844cb57afe9c98aed226bd142f8,16,PASS,16,4,4|4|4|4,2,64,256,39147.536707760366,6.539364198341811,2433.042816516112,2488.217580600186,256,179.20000000000013,34373500928,134271488.0,336128,239293.13759989257,2954.1073295983288,274.77391416685987,0.06700003679874154,0.022225530666084584,0.022225530666084584,1714206781030,29360128,0.9964446967473889,0.9964446967473889,1.0,237842.91679999733,237842.91679999733,f2097beaa21f28cc654b107f7645258908cfd67ae46f419ecfb3131b3b267c70,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,769608,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,256,9be1512f370019d05c2d621424bc53646c73d844cb57afe9c98aed226bd142f8,64,PASS,64,16,4|4|4|4|4|4|4|4|4|4|4|4|4|4|4|4,2,64,256,10977.691422733787,23.320021500135045,2486.3756442335025,2877.171374600058,256,179.20000000000013,34373500928,134271488.0,336128,239293.13759989257,12651.786266066925,2456.256195933526,0.23892877828286135,0.07925844734514538,0.07925844734514538,1714206781030,29360128,0.9964446967473889,0.9964446967473889,1.0,237842.91679999733,237842.91679999733,97bcde76656229bb6b91a6444d7009d6e631eebbf18e48af8d2ccc27d763a756,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,1026144,1,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
SWARM_CURRENT_OPT,COMMODITY_GOOD,320,1f6dac85165871c5235412659d0b0c6054c602ff5c552b40f2aaa22453ff3c25,4,PASS,4,1,4,2,64,256,153770.48646826664,1.664818821086518,2402.663851066666,2402.663851066666,320,224.0000000000003,34373500928,134271488.0,336128,238912.04453332906,0.0,0.0,0.0168074281311021,0.003775702537819673,0.003775702537819673,1714206781030,36700160,0.9964390113003154,0.9964390113003154,1.0,237461.82373333324,237461.82373333324,b9720a82259bcb119022f12dfbdfd1348eda7f231cac9f910844657a7327014f,9d40d0974de9168348119daf53d91fcb0938531fbfaabc0e9c6fc72e920767d6,32067,64,CURRENT_PLACEMENT,layer-00:WHOLE_LAYER:p1,0,1|2|3|4|5|6|7|8|9|10|11|12|13|14|15|16|17|18|19|20|21|22|23|24|25|26|27|28|29|30|31|32|33|34|35|36|37|38|39|40|41|42|43|44|45|46|47|48|49|50|51|52|53|54|55|56|57|58|59|60|61|62|63|64|65|66|67|68|69|70|71|72|73|74|75|76|77|78|79|80|81|82|83|84|85|86|87|88|89|90|91|92,1,92,False,1-WHOLE-L0+92-P8
